Ticker,Name,Exchange
AAPL,Apple,NYSE
MU,Micron Technology,NYSE
NVDA,NVIDIA,NYSE
INTC,Intel,NYSE
CRM,Salesforce,NYSE
NBIX,Neurocrine Biosciences,NYSE
GDRX,GoodRx,NYSE
BROS,Dutch Bros,NYSE
UPWK,Upwork,NYSE
DDD,3D Systems,NYSE
UNH,UnitedHealth,NYSE
