Ticker,Name,Exchange
BTCUSD,Bitcoin,COINBASE
ETHUSD,Etherium,COINBASE
XRPUSD,XRP,COINBASE
SOLUSD,Solana,COINBASE
ADAUSD,Cardano,COINBASE
TRXUSD,TRON,BINANCE
LTCUSD,Litecoin,COINBASE
DOGEUSD,Dogecoin,COINBASE
